Byte pair, Frequency
(352, 261), -> [2]
(281, 110), -> [3]
(327, 338), -> [1]
(351, 34), -> [1]
(34, 71), -> [7]
(109, 44), -> [2]
(354, 74), -> [2]
(275, 81), -> [2]
(81, 117), -> [12]
(273, 69), -> [3]
(270, 44), -> [2]
(354, 65), -> [9]
(108, 99), -> [9]
(264, 274), -> [7]
(119, 100), -> [2]
(276, 110), -> [1]
(98, 349), -> [8]
(109, 339), -> [2]
(278, 100), -> [3]
(112, 99), -> [1]
(286, 325), -> [3]
(284, 108), -> [3]
(116, 58), -> [42]
(354, 69), -> [14]
(319, 354), -> [2]
(354, 84), -> [13]
(84, 291), -> [5]
(268, 80), -> [11]
(262, 68), -> [13]
(51, 10), -> [1]
(266, 293), -> [2]
(272, 339), -> [6]
(259, 77), -> [21]
(338, 321), -> [2]
(321, 116), -> [8]
(114, 344), -> [2]
(344, 99), -> [3]
(319, 342), -> [1]
(264, 286), -> [7]
(286, 340), -> [4]
(262, 85), -> [4]
(275, 320), -> [5]
(266, 298), -> [1]
(84, 340), -> [5]
(276, 112), -> [3]
(283, 109), -> [1]
(344, 298), -> [2]
(325, 346), -> [2]
(352, 267), -> [4]
(287, 49), -> [57]
(51, 297), -> [77]
(283, 67), -> [3]
(67, 263), -> [2]
(263, 293), -> [2]
(293, 97), -> [8]
(65, 326), -> [2]
(257, 305), -> [2]
(110, 112), -> [2]
(351, 112), -> [4]
(327, 77), -> [8]
(66, 312), -> [11]
(293, 271), -> [7]
(331, 290), -> [2]
(34, 110), -> [2]
(305, 115), -> [5]
(351, 103), -> [1]
(51, 341), -> [3]
(347, 325), -> [6]
(115, 348), -> [1]
(102, 115), -> [3]
(262, 75), -> [5]
(74, 270), -> [108]
(270, 117), -> [107]
(65, 73), -> [10]
(73, 45), -> [2]
(290, 278), -> [19]
(278, 347), -> [6]
(349, 112), -> [2]
(352, 88), -> [1]
(88, 32), -> [2]
(278, 108), -> [7]
(84, 277), -> [4]
(277, 116), -> [8]
(258, 352), -> [5]
(293, 270), -> [1]
(283, 108), -> [4]
(103, 292), -> [3]
(109, 341), -> [2]
(57, 297), -> [75]
(110, 102), -> [4]
(344, 101), -> [2]
(111, 295), -> [4]
(295, 262), -> [3]
(284, 117), -> [1]
(338, 326), -> [3]
(290, 106), -> [2]
(121, 268), -> [4]
(115, 58), -> [21]
(267, 347), -> [2]
(347, 257), -> [1]
(257, 264), -> [1]
(258, 114), -> [2]
(32, 321), -> [1]
(258, 106), -> [1]
(273, 111), -> [2]
(110, 46), -> [1]
(119, 349), -> [1]
(264, 102), -> [7]
(99, 263), -> [1]
(279, 277), -> [2]
(301, 296), -> [1]
(288, 103), -> [2]
(275, 68), -> [1]
(343, 32), -> [11]
(258, 323), -> [2]
(323, 116), -> [5]
(331, 97), -> [3]
(347, 298), -> [3]
(80, 347), -> [7]
(115, 273), -> [2]
(84, 97), -> [21]
(349, 105), -> [1]
(120, 293), -> [1]
(273, 74), -> [6]
(301, 344), -> [2]
(344, 293), -> [1]
(325, 77), -> [5]
(291, 349), -> [6]
(121, 344), -> [9]
(348, 77), -> [2]
(115, 338), -> [14]
(338, 69), -> [2]
(69, 267), -> [1]
(265, 100), -> [13]
(100, 103), -> [10]
(83, 271), -> [8]
(99, 76), -> [1]
(77, 322), -> [1]
(322, 115), -> [1]
(71, 265), -> [2]
(265, 102), -> [2]
(102, 263), -> [6]
(76, 322), -> [1]
(99, 75), -> [4]
(86, 97), -> [29]
(331, 108), -> [2]
(262, 80), -> [10]
(99, 67), -> [12]
(296, 339), -> [5]
(290, 257), -> [19]
(257, 69), -> [23]
(108, 321), -> [2]
(319, 75), -> [5]
(75, 265), -> [2]
(305, 102), -> [1]
(279, 348), -> [5]
(325, 80), -> [4]
(295, 108), -> [2]
(76, 290), -> [1]
(120, 257), -> [4]
(268, 75), -> [2]
(70, 274), -> [3]
(348, 109), -> [5]
(10, 34), -> [6]
(73, 102), -> [3]
(266, 282), -> [6]
(346, 290), -> [5]
(344, 267), -> [1]
(312, 349), -> [2]
(120, 259), -> [1]
(272, 317), -> [2]
(100, 271), -> [10]
(290, 286), -> [2]
(107, 344), -> [2]
(344, 110), -> [9]
(119, 310), -> [2]
(114, 46), -> [1]
(34, 10), -> [4]
(10, 226), -> [2]
(148, 354), -> [1]
(354, 281), -> [10]
(325, 65), -> [15]
(293, 121), -> [7]
(121, 297), -> [1]
(297, 49), -> [160]
(49, 91), -> [2]
(262, 109), -> [11]
(290, 320), -> [2]
(320, 262), -> [3]
(319, 117), -> [2]
(320, 263), -> [5]
(327, 104), -> [4]
(34, 109), -> [4]
(101, 264), -> [2]
(102, 45), -> [5]
(45, 105), -> [1]
(325, 339), -> [4]
(107, 91), -> [1]
(256, 108), -> [8]
(352, 263), -> [3]
(83, 286), -> [5]
(100, 340), -> [10]
(347, 283), -> [2]
(283, 351), -> [6]
(108, 267), -> [4]
(104, 288), -> [2]
(351, 97), -> [3]
(264, 325), -> [1]
(118, 283), -> [2]
(115, 346), -> [2]
(344, 342), -> [1]
(98, 347), -> [3]
(264, 100), -> [9]
(275, 103), -> [3]
(101, 46), -> [1]
(106, 321), -> [4]
(273, 322), -> [1]
(322, 324), -> [2]
(324, 347), -> [1]
(45, 270), -> [1]
(115, 277), -> [2]
(117, 118), -> [1]
(112, 34), -> [1]
(264, 268), -> [3]
(57, 259), -> [1]
(34, 100), -> [3]
(257, 323), -> [1]
(353, 34), -> [1]
(256, 270), -> [2]
(264, 59), -> [5]
(59, 288), -> [1]
(257, 116), -> [2]
(77, 32), -> [7]
(339, 296), -> [3]
(296, 117), -> [1]
(257, 278), -> [2]
(117, 267), -> [6]
(273, 104), -> [4]
(107, 103), -> [1]
(100, 226), -> [1]
(148, 338), -> [2]
(340, 111), -> [5]
(78, 347), -> [4]
(83, 108), -> [11]
(111, 270), -> [4]
(118, 347), -> [7]
(352, 101), -> [2]
(112, 319), -> [1]
(272, 271), -> [4]
(266, 310), -> [1]
(349, 277), -> [3]
(51, 261), -> [2]
(261, 93), -> [3]
(274, 119), -> [2]
(351, 116), -> [2]
(271, 121), -> [8]
(121, 45), -> [3]
(112, 312), -> [2]
(312, 104), -> [3]
(104, 296), -> [11]
(34, 345), -> [63]
(345, 105), -> [20]
(262, 106), -> [2]
(266, 311), -> [5]
(257, 110), -> [3]
(320, 341), -> [3]
(264, 58), -> [10]
(46, 48), -> [3]
(58, 50), -> [1]
(266, 312), -> [3]
(119, 272), -> [9]
(58, 49), -> [6]
(56, 10), -> [3]
(262, 282), -> [3]
(102, 274), -> [3]
(116, 352), -> [1]
(102, 114), -> [3]
(263, 341), -> [1]
(80, 114), -> [36]
(293, 262), -> [2]
(310, 63), -> [1]
(63, 32), -> [8]
(112, 294), -> [1]
(101, 122), -> [5]
(122, 122), -> [11]
(122, 111), -> [4]
(292, 114), -> [1]
(115, 323), -> [1]
(109, 98), -> [12]
(116, 293), -> [8]
(97, 295), -> [27]
(273, 323), -> [2]
(352, 105), -> [2]
(346, 101), -> [5]
(262, 114), -> [2]
(120, 268), -> [1]
(57, 59), -> [3]
(284, 110), -> [6]
(105, 113), -> [5]
(272, 312), -> [1]
(312, 97), -> [1]
(110, 340), -> [3]
(265, 322), -> [1]
(322, 298), -> [1]
(298, 122), -> [2]
(122, 325), -> [3]
(117, 270), -> [3]
(325, 317), -> [1]
(291, 320), -> [1]
(305, 45), -> [3]
(45, 84), -> [8]
(349, 114), -> [2]
(344, 100), -> [3]
(272, 347), -> [1]
(120, 97), -> [2]
(296, 226), -> [1]
(34, 275), -> [4]
(283, 117), -> [2]
(34, 108), -> [2]
(352, 312), -> [1]
(320, 34), -> [2]
(114, 104), -> [1]
(267, 109), -> [1]
(66, 32), -> [4]
(257, 265), -> [1]
(265, 284), -> [3]
(284, 278), -> [2]
(310, 264), -> [2]
(264, 270), -> [5]
(271, 112), -> [2]
(301, 268), -> [2]
(327, 80), -> [2]
(80, 105), -> [10]
(284, 102), -> [8]
(34, 118), -> [3]
(344, 118), -> [4]
(117, 349), -> [4]
(34, 121), -> [1]
(121, 111), -> [2]
(292, 121), -> [1]
(264, 347), -> [28]
(120, 349), -> [1]
(349, 348), -> [6]
(275, 116), -> [3]
(276, 97), -> [1]
(283, 282), -> [2]
(268, 49), -> [2]
(258, 279), -> [1]
(354, 78), -> [30]
(114, 312), -> [17]
(312, 105), -> [7]
(267, 273), -> [1]
(98, 265), -> [13]
(265, 103), -> [10]
(272, 117), -> [1]
(107, 34), -> [3]
(296, 10), -> [1]
(351, 115), -> [6]
(273, 311), -> [12]
(352, 348), -> [2]
(66, 347), -> [2]
(114, 266), -> [1]
(278, 271), -> [5]
(114, 271), -> [6]
(349, 271), -> [3]
(327, 101), -> [3]
(275, 298), -> [2]
(34, 81), -> [1]
(310, 34), -> [5]
(111, 106), -> [8]
(272, 348), -> [4]
(34, 338), -> [4]
(114, 347), -> [8]
(283, 277), -> [1]
(275, 101), -> [1]
(339, 58), -> [2]
(352, 103), -> [3]
(292, 101), -> [4]
(109, 279), -> [7]
(103, 347), -> [2]
(99, 34), -> [1]
(325, 270), -> [2]
(32, 293), -> [2]
(291, 114), -> [3]
(256, 339), -> [7]
(108, 346), -> [5]
(116, 98), -> [1]
(117, 265), -> [5]
(298, 310), -> [2]
(257, 317), -> [2]
(100, 286), -> [14]
(263, 270), -> [1]
(108, 276), -> [3]
(276, 263), -> [2]
(116, 353), -> [2]
(351, 305), -> [2]
(305, 120), -> [1]
(120, 340), -> [1]
(279, 281), -> [3]
(339, 274), -> [4]
(274, 103), -> [2]
(45, 313), -> [1]
(313, 270), -> [5]
(279, 49), -> [3]
(275, 100), -> [2]
(320, 274), -> [1]
(122, 97), -> [11]
(288, 34), -> [3]
(351, 108), -> [1]
(340, 115), -> [3]
(102, 265), -> [4]
(112, 44), -> [1]
(327, 274), -> [1]
(45, 97), -> [2]
(290, 310), -> [5]
(257, 310), -> [1]
(342, 105), -> [5]
(105, 274), -> [8]
(10, 72), -> [3]
(258, 100), -> [3]
(292, 290), -> [2]
(290, 103), -> [4]
(103, 293), -> [6]
(258, 117), -> [2]
(262, 274), -> [1]
(115, 59), -> [2]
(284, 291), -> [1]
(291, 312), -> [1]
(312, 45), -> [1]
(45, 98), -> [3]
(271, 326), -> [2]
(326, 116), -> [1]
(327, 78), -> [1]
(78, 80), -> [10]
(80, 82), -> [10]
(82, 32), -> [4]
(288, 118), -> [3]
(327, 114), -> [1]
(102, 272), -> [3]
(272, 293), -> [1]
(275, 277), -> [1]
(277, 266), -> [1]
(116, 102), -> [4]
(107, 343), -> [2]
(343, 268), -> [2]
(270, 310), -> [4]
(310, 113), -> [1]
(264, 271), -> [4]
(338, 323), -> [1]
(319, 108), -> [3]
(262, 277), -> [9]
(273, 310), -> [1]
(319, 313), -> [2]
(292, 110), -> [2]
(268, 293), -> [1]
(262, 264), -> [2]
(264, 352), -> [1]
(97, 324), -> [2]
(324, 268), -> [1]
(271, 99), -> [4]
(258, 347), -> [1]
(267, 262), -> [2]
(286, 268), -> [1]
(112, 263), -> [9]
(34, 112), -> [5]
(279, 69), -> [2]
(279, 317), -> [1]
(34, 116), -> [2]
(119, 117), -> [1]
(121, 112), -> [5]
(112, 310), -> [7]
(34, 113), -> [1]
(117, 343), -> [2]
(298, 113), -> [3]
(109, 59), -> [2]
(34, 103), -> [1]
(272, 103), -> [8]
(312, 341), -> [1]
(351, 101), -> [2]
(34, 293), -> [1]
(288, 274), -> [2]
(272, 277), -> [4]
(288, 83), -> [4]
(272, 73), -> [10]
(73, 99), -> [9]
(99, 279), -> [5]
(279, 114), -> [1]
(298, 292), -> [5]
(292, 119), -> [3]
(286, 349), -> [9]
(305, 100), -> [3]
(289, 34), -> [1]
(354, 87), -> [18]
(291, 293), -> [1]
(310, 44), -> [3]
(279, 73), -> [3]
(45, 316), -> [3]
(330, 112), -> [1]
(111, 293), -> [2]
(293, 115), -> [3]
(104, 273), -> [23]
(331, 68), -> [1]
(39, 114), -> [6]
(110, 121), -> [3]
(345, 108), -> [6]
(275, 281), -> [6]
(10, 74), -> [2]
(259, 79), -> [19]
(119, 109), -> [3]
(327, 277), -> [1]
(352, 86), -> [3]
(122, 263), -> [3]
(75, 320), -> [6]
(290, 339), -> [3]
(101, 263), -> [9]
(338, 339), -> [2]
(352, 270), -> [2]
(260, 283), -> [1]
(351, 100), -> [1]
(338, 261), -> [1]
(104, 338), -> [4]
(114, 278), -> [7]
(45, 74), -> [2]
(351, 354), -> [4]
(344, 290), -> [1]
(103, 273), -> [2]
(273, 277), -> [3]
(290, 46), -> [1]
(65, 100), -> [7]
(100, 265), -> [6]
(293, 296), -> [1]
(273, 290), -> [1]
(73, 108), -> [2]
(338, 75), -> [1]
(75, 97), -> [19]
(34, 117), -> [3]
(271, 274), -> [1]
(263, 278), -> [4]
(264, 339), -> [8]
(264, 348), -> [1]
(348, 319), -> [1]
(275, 118), -> [1]
(118, 271), -> [3]
(97, 310), -> [1]
(310, 267), -> [1]
(273, 101), -> [2]
(100, 119), -> [4]
(347, 265), -> [4]
(103, 121), -> [4]
(348, 101), -> [1]
(271, 59), -> [3]
(327, 97), -> [1]
(312, 298), -> [5]
(111, 59), -> [2]
(349, 116), -> [1]
(325, 103), -> [2]
(271, 44), -> [1]
(327, 283), -> [1]
(268, 108), -> [3]
(110, 342), -> [3]
(121, 100), -> [4]
(263, 323), -> [2]
(263, 262), -> [21]
(292, 352), -> [1]
(272, 322), -> [1]
(324, 115), -> [1]
(343, 109), -> [17]
(351, 86), -> [1]
(295, 116), -> [23]
(112, 344), -> [2]
(278, 339), -> [5]
(275, 50), -> [1]
(260, 112), -> [4]
(109, 10), -> [2]
(345, 118), -> [2]
(122, 349), -> [1]
(349, 118), -> [1]
(338, 107), -> [1]
(264, 290), -> [1]
(340, 45), -> [1]
(348, 99), -> [4]
(291, 262), -> [8]
(319, 346), -> [1]
(272, 298), -> [1]
(276, 277), -> [1]
(347, 109), -> [2]
(52, 261), -> [1]
(257, 87), -> [6]
(348, 107), -> [1]
(290, 108), -> [2]
(331, 339), -> [1]
(339, 289), -> [1]
(110, 39), -> [11]
(310, 46), -> [2]
(148, 102), -> [1]
(264, 259), -> [10]
(259, 75), -> [1]
(344, 263), -> [2]
(275, 34), -> [4]
(40, 119), -> [2]
(100, 41), -> [3]
(278, 276), -> [2]
(276, 348), -> [2]
(77, 69), -> [14]
(69, 88), -> [2]
(345, 69), -> [4]
(283, 79), -> [3]
(116, 339), -> [1]
(325, 73), -> [9]
(53, 341), -> [2]
(257, 345), -> [12]
(345, 80), -> [8]
(99, 325), -> [1]
(114, 341), -> [1]
(275, 76), -> [3]
(121, 278), -> [3]
(325, 348), -> [1]
(284, 44), -> [1]
(275, 77), -> [5]
(272, 70), -> [4]
(111, 195), -> [2]
(169, 32), -> [3]
(90, 104), -> [2]
(257, 71), -> [35]
(278, 277), -> [1]
(277, 103), -> [1]
(291, 338), -> [1]
(69, 112), -> [3]
(104, 114), -> [6]
(343, 278), -> [1]
(291, 111), -> [2]
(257, 74), -> [71]
(97, 353), -> [3]
(348, 102), -> [1]
(276, 98), -> [1]
(100, 294), -> [1]
(103, 98), -> [1]
(76, 270), -> [7]
(107, 121), -> [8]
(40, 263), -> [5]
(279, 98), -> [5]
(339, 41), -> [2]
(327, 52), -> [1]
(40, 275), -> [2]
(327, 51), -> [1]
(339, 226), -> [1]
(68, 114), -> [3]
(101, 41), -> [4]
(258, 281), -> [15]
(327, 50), -> [1]
(260, 86), -> [1]
(116, 41), -> [3]
(262, 72), -> [20]
(279, 279), -> [5]
(279, 82), -> [2]
(77, 73), -> [3]
(67, 286), -> [18]
(272, 53), -> [1]
(279, 274), -> [2]
(319, 49), -> [2]
(279, 117), -> [1]
(325, 55), -> [1]
(279, 339), -> [2]
(354, 73), -> [8]
(296, 100), -> [1]
(343, 290), -> [12]
(353, 44), -> [2]
(104, 263), -> [11]
(40, 82), -> [2]
(82, 77), -> [2]
(77, 66), -> [1]
(275, 290), -> [2]
(101, 91), -> [1]
(91, 110), -> [3]
(327, 323), -> [1]
(266, 36), -> [3]
(46, 57), -> [1]
(351, 78), -> [2]
(352, 80), -> [3]
(301, 339), -> [7]
(260, 105), -> [2]
(262, 36), -> [1]
(292, 117), -> [2]
(275, 264), -> [3]
(276, 109), -> [1]
(40, 50), -> [3]
(267, 108), -> [1]
(354, 109), -> [2]
(303, 262), -> [4]
(101, 321), -> [1]
(262, 290), -> [3]
(292, 261), -> [2]
(319, 51), -> [2]
(110, 288), -> [1]
(258, 346), -> [1]
(272, 51), -> [3]
(55, 46), -> [5]
(46, 51), -> [1]
(104, 267), -> [1]
(279, 105), -> [4]
(262, 67), -> [17]
(69, 108), -> [16]
(258, 316), -> [1]
(40, 57), -> [1]
(40, 54), -> [2]
(327, 110), -> [1]
(256, 52), -> [5]
(327, 305), -> [1]
(45, 116), -> [2]
(40, 52), -> [1]
(288, 84), -> [8]
(65, 105), -> [4]
(292, 83), -> [10]
(48, 59), -> [2]
(319, 284), -> [1]
(256, 53), -> [6]
(275, 84), -> [3]
(83, 274), -> [13]
(349, 284), -> [2]
(40, 319), -> [2]
(108, 41), -> [1]
(46, 53), -> [1]
(279, 305), -> [2]
(99, 338), -> [3]
(82, 73), -> [8]
(73, 65), -> [7]
(65, 65), -> [6]
(65, 41), -> [1]
(40, 70), -> [29]
(272, 279), -> [3]
(348, 80), -> [3]
(325, 117), -> [3]
(283, 97), -> [4]
(34, 97), -> [1]
(288, 271), -> [2]
(32, 51), -> [12]
(103, 291), -> [2]
(121, 91), -> [1]
(301, 45), -> [7]
(45, 83), -> [15]
(108, 353), -> [2]
(353, 110), -> [2]
(105, 34), -> [1]
(279, 70), -> [4]
(287, 54), -> [3]
(276, 270), -> [1]
(291, 271), -> [4]
(316, 116), -> [2]
(348, 105), -> [1]
(273, 49), -> [196]
(56, 297), -> [80]
(292, 105), -> [3]
(345, 319), -> [16]
(319, 80), -> [3]
(351, 311), -> [23]
(71, 274), -> [2]
(274, 97), -> [3]
(323, 321), -> [1]
(258, 105), -> [1]
(286, 121), -> [2]
(292, 34), -> [1]
(283, 122), -> [1]
(116, 103), -> [2]
(351, 347), -> [1]
(338, 116), -> [4]
(108, 44), -> [2]
(32, 340), -> [1]
(340, 264), -> [2]
(327, 112), -> [2]
(348, 117), -> [1]
(110, 277), -> [1]
(261, 267), -> [2]
(344, 74), -> [3]
(268, 310), -> [1]
(259, 82), -> [2]
(103, 109), -> [2]
(118, 121), -> [1]
(98, 263), -> [3]
(256, 107), -> [2]
(282, 298), -> [3]
(272, 284), -> [1]
(270, 286), -> [1]
(286, 274), -> [1]
(274, 273), -> [1]
(109, 296), -> [5]
(296, 45), -> [2]
(288, 290), -> [1]
(32, 278), -> [1]
(69, 99), -> [2]
(75, 114), -> [1]
(34, 342), -> [1]
(105, 312), -> [4]
(97, 344), -> [6]
(120, 266), -> [6]
(283, 112), -> [2]
(351, 98), -> [1]
(101, 325), -> [5]
(274, 99), -> [1]
(108, 339), -> [1]
(110, 273), -> [2]
(256, 106), -> [6]
(106, 101), -> [6]
(98, 279), -> [3]
(279, 293), -> [1]
(100, 321), -> [2]
(352, 323), -> [1]
(110, 262), -> [10]
(107, 296), -> [3]
(296, 341), -> [1]
(351, 110), -> [6]
(353, 278), -> [2]
(278, 321), -> [4]
(107, 45), -> [2]
(76, 101), -> [29]
(288, 263), -> [1]
(121, 58), -> [5]
(275, 114), -> [3]
(109, 286), -> [1]
(32, 311), -> [56]
(347, 344), -> [3]
(344, 279), -> [1]
(257, 298), -> [1]
(349, 283), -> [1]
(283, 106), -> [1]
(147, 32), -> [30]
(279, 76), -> [2]
(116, 122), -> [11]
(122, 257), -> [12]
(258, 101), -> [2]
(291, 297), -> [1]
(51, 91), -> [1]
(275, 312), -> [1]
(40, 77), -> [62]
(77, 121), -> [5]
(325, 121), -> [1]
(345, 102), -> [5]
(290, 279), -> [1]
(110, 291), -> [3]
(262, 347), -> [2]
(53, 261), -> [1]
(266, 284), -> [2]
(122, 256), -> [3]
(78, 340), -> [9]
(69, 105), -> [2]
(104, 257), -> [5]
(65, 265), -> [3]
(319, 72), -> [5]
(111, 288), -> [1]
(122, 296), -> [1]
(34, 278), -> [1]
(310, 101), -> [3]
(268, 339), -> [1]
(313, 112), -> [1]
(310, 104), -> [4]
(268, 298), -> [1]
(292, 66), -> [3]
(349, 110), -> [3]
(351, 321), -> [3]
(327, 316), -> [1]
(292, 73), -> [3]
(283, 271), -> [1]
(77, 340), -> [4]
(103, 278), -> [7]
(75, 325), -> [1]
(121, 296), -> [2]
(291, 119), -> [1]
(82, 296), -> [4]
(296, 111), -> [2]
(271, 260), -> [2]
(343, 273), -> [6]
(347, 108), -> [3]
(115, 291), -> [2]
(266, 340), -> [1]
(260, 103), -> [3]
(112, 10), -> [1]
(118, 118), -> [2]
(118, 273), -> [2]
(270, 59), -> [3]
(331, 305), -> [2]
(344, 270), -> [1]
(325, 323), -> [2]
(301, 321), -> [3]
(325, 351), -> [2]
(266, 82), -> [3]
(98, 264), -> [2]
(270, 122), -> [2]
(279, 112), -> [1]
(270, 274), -> [1]
(274, 121), -> [2]
(273, 106), -> [1]
(263, 45), -> [1]
(348, 290), -> [2]
(100, 291), -> [6]
(263, 349), -> [3]
(46, 69), -> [1]
(69, 46), -> [1]
(46, 73), -> [1]
(73, 259), -> [1]
(259, 319), -> [1]
(301, 338), -> [4]
(327, 100), -> [1]
(107, 107), -> [2]
(301, 115), -> [2]
(327, 320), -> [1]
(287, 351), -> [1]
(316, 100), -> [1]
(290, 44), -> [1]
(260, 100), -> [1]
(84, 38), -> [2]
(38, 84), -> [2]
(292, 79), -> [1]
(292, 72), -> [3]
(273, 76), -> [4]
(80, 320), -> [5]
(347, 291), -> [6]
(67, 121), -> [2]
(121, 98), -> [1]
(100, 283), -> [1]
(283, 102), -> [2]
(283, 78), -> [5]
(344, 85), -> [5]
(85, 112), -> [13]
(346, 293), -> [5]
(293, 256), -> [1]
(352, 290), -> [1]
(279, 265), -> [1]
(100, 118), -> [3]
(283, 76), -> [2]
(76, 71), -> [5]
(71, 66), -> [5]
(66, 84), -> [5]
(32, 265), -> [3]
(69, 113), -> [4]
(292, 322), -> [1]
(322, 290), -> [1]
(100, 80), -> [1]
(78, 89), -> [4]
(89, 67), -> [3]
(67, 32), -> [19]
(119, 274), -> [3]
(273, 265), -> [1]
(264, 353), -> [3]
(288, 76), -> [4]
(32, 291), -> [1]
(71, 76), -> [3]
(76, 65), -> [3]
(65, 68), -> [3]
(68, 341), -> [1]
(288, 77), -> [3]
(83, 44), -> [1]
(78, 65), -> [1]
(65, 67), -> [4]
(67, 80), -> [1]
(80, 32), -> [4]
(102, 290), -> [1]
(349, 77), -> [4]
(77, 347), -> [8]
(327, 99), -> [1]
(293, 346), -> [1]
(292, 351), -> [4]
(283, 350), -> [1]
(266, 117), -> [2]
(352, 284), -> [1]
(284, 342), -> [1]
(342, 107), -> [2]
(32, 54), -> [12]
(53, 44), -> [5]
(268, 74), -> [2]
(109, 274), -> [5]
(274, 338), -> [3]
(338, 72), -> [3]
(348, 111), -> [2]
(274, 258), -> [1]
(353, 112), -> [5]
(262, 310), -> [1]
(111, 286), -> [8]
(46, 49), -> [8]
(351, 79), -> [4]
(352, 97), -> [2]
(275, 270), -> [1]
(54, 285), -> [73]
(264, 226), -> [1]
(349, 108), -> [1]
(325, 36), -> [2]
(36, 56), -> [1]
(320, 292), -> [5]
(292, 310), -> [1]
(84, 265), -> [8]
(270, 104), -> [1]
(104, 347), -> [3]
(40, 83), -> [26]
(69, 339), -> [1]
(82, 104), -> [2]
(319, 40), -> [1]
(40, 72), -> [2]
(87, 347), -> [9]
(284, 41), -> [1]
(270, 267), -> [9]
(112, 121), -> [1]
(112, 340), -> [4]
(111, 83), -> [1]
(296, 344), -> [1]
(344, 261), -> [8]
(71, 264), -> [1]
(279, 329), -> [1]
(329, 84), -> [1]
(83, 278), -> [5]
(340, 349), -> [2]
(258, 329), -> [1]
(329, 78), -> [1]
(101, 279), -> [2]
(279, 75), -> [1]
(325, 111), -> [2]
(288, 73), -> [1]
(73, 111), -> [2]
(119, 338), -> [3]
(66, 66), -> [12]
(66, 67), -> [20]
(67, 344), -> [2]
(344, 67), -> [7]
(268, 194), -> [1]
(194, 163), -> [1]
(163, 49), -> [1]
(83, 121), -> [5]
(36, 53), -> [7]
(320, 104), -> [2]
(260, 348), -> [1]
(98, 290), -> [4]
(351, 320), -> [1]
(111, 349), -> [7]
(36, 55), -> [5]
(352, 76), -> [3]
(319, 36), -> [3]
(114, 265), -> [2]
(270, 256), -> [3]
(271, 118), -> [6]
(51, 59), -> [1]
(273, 293), -> [1]
(256, 36), -> [2]
(264, 117), -> [1]
(112, 289), -> [1]
(289, 109), -> [1]
(119, 341), -> [1]
(283, 323), -> [1]
(105, 305), -> [5]
(305, 265), -> [6]
(265, 353), -> [5]
(327, 36), -> [2]
(36, 52), -> [2]
(301, 101), -> [8]
(351, 326), -> [1]
(290, 344), -> [6]
(102, 262), -> [1]
(351, 80), -> [7]
(266, 326), -> [1]
(292, 284), -> [1]
(85, 78), -> [2]
(78, 73), -> [2]
(73, 67), -> [2]
(67, 69), -> [2]
(69, 70), -> [2]
(70, 32), -> [2]
(105, 67), -> [2]
(271, 310), -> [1]
(340, 344), -> [4]
(259, 350), -> [19]
(350, 100), -> [2]
(344, 281), -> [5]
(281, 115), -> [5]
(116, 319), -> [3]
(319, 85), -> [3]
(267, 264), -> [1]
(293, 291), -> [1]
(114, 45), -> [1]
(268, 351), -> [1]
(339, 286), -> [1]
(286, 97), -> [2]
(54, 261), -> [1]
(268, 121), -> [1]
(260, 108), -> [2]
(351, 71), -> [2]
(292, 89), -> [2]
(75, 310), -> [1]
(338, 352), -> [1]
(114, 259), -> [3]
(319, 352), -> [1]
(107, 338), -> [1]
(116, 289), -> [1]
(289, 344), -> [2]
(121, 102), -> [3]
(291, 310), -> [1]
(279, 89), -> [3]
(272, 65), -> [2]
(266, 72), -> [16]
(103, 338), -> [2]
(352, 114), -> [1]
(292, 78), -> [1]
(267, 341), -> [1]
(292, 298), -> [1]
(283, 267), -> [2]
(292, 283), -> [1]
(89, 111), -> [2]
(102, 344), -> [1]
(115, 272), -> [2]
(122, 338), -> [2]
(345, 274), -> [1]
(121, 306), -> [1]
(306, 102), -> [1]
(264, 294), -> [2]
(294, 86), -> [4]
(291, 41), -> [2]
(260, 226), -> [2]
(57, 226), -> [2]
(49, 226), -> [3]
(101, 310), -> [5]
(45, 102), -> [2]
(268, 73), -> [3]
(268, 89), -> [1]
(321, 84), -> [2]
(256, 284), -> [1]
(108, 288), -> [1]
(288, 54), -> [1]
(349, 78), -> [3]
(65, 82), -> [4]
(101, 276), -> [2]
(276, 267), -> [1]
(258, 298), -> [1]
(273, 57), -> [12]
(298, 256), -> [5]
(348, 284), -> [3]
(101, 226), -> [2]
(148, 279), -> [1]
(273, 54), -> [22]
(261, 297), -> [24]
(34, 311), -> [23]
(354, 320), -> [3]
(300, 78), -> [33]
(119, 115), -> [39]
(115, 114), -> [2]
(50, 269), -> [20]
(269, 261), -> [140]
(261, 337), -> [7]
(337, 77), -> [58]
(32, 56), -> [16]
(56, 269), -> [19]
(261, 308), -> [29]
(308, 65), -> [131]
(261, 269), -> [11]
(261, 304), -> [60]
(304, 83), -> [54]
(53, 318), -> [23]
(318, 345), -> [169]
(119, 58), -> [12]
(32, 39), -> [38]
(39, 65), -> [7]
(112, 63), -> [1]
(39, 300), -> [43]
(354, 68), -> [10]
(104, 337), -> [8]
(337, 74), -> [35]
(48, 297), -> [52]
(50, 308), -> [87]
(87, 274), -> [10]
(40, 350), -> [73]
(49, 285), -> [132]
